Country	Number groups	Revenue	P/L before tax	Income tax paid	Income tax accrued	capital	accum_earnings	Number employees	Tangible assets	ISO2	Income tax as % of pretax profits	Sales share %	Employment share %	Profit total (M)	Sales total (M)	Employment (th)	Subject Descriptor	Units	Scale	Country/Series-specific Notes	GDP_USD	Estimates Start After	Reg	Inc	Year	ISO	TotTax (X)	CIT (AK)	CITnr (AM)	TTxsc (Y)	GDP_LCU	number_datapoints	CIT	G7	G24	G77	EU	OECD	G20	US	G7_noUS	OECD_noUS	G20_noOECD	All	TotTax (X) USD	CIT (AK) USD	CITnr (AM) USD	TTxsc (Y) USD	routine	residual	reallocation_residual_1	reallocation_residual_2	new_profits_1	new_profits_2	gains_1	gains_2	residual_0.8	new_profits_3	new_profits_4	gains_3	gains_4	routine_nonhaven	new_profits_5	new_profits_6	gains_5	gains_6	new_profits_7	new_profits_8	gains_7	gains_8	gains_1_tax	gains_1_%tot_tax	gains_1_%cit	gains_2_tax	gains_2_%tot_tax	gains_2_%cit	gains_3_tax	gains_3_%tot_tax	gains_3_%cit	gains_4_tax	gains_4_%tot_tax	gains_4_%cit	gains_5_tax	gains_5_%tot_tax	gains_5_%cit	gains_6_tax	gains_6_%tot_tax	gains_6_%cit	gains_7_tax	gains_7_%tot_tax	gains_7_%cit	gains_8_tax	gains_8_%tot_tax	gains_8_%cit
Chile	305.0	28809345090.0	4252563902.0	490258676.0	540898044.0	36795637708.0	9169002651.0	112241.0	17335298428.0	CL	11.52854342222651						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	250008000000.0	2017.0	Latin America & The Caribbean	High Income	1980.0	CHL	0.17358608403230186	0.042507699188546	0.041941719395968635	0.17077744943703976	1124320.0	5.0	0.2269999982	False	False	True	False	True	False	False	False	True	False	True	43397909696.74773	10627264858.73001	10485765382.747326	42695728578.85544	1300147382.1	2952416519.9	338062353.32277447	557770691.1116809	2990459148.713872	4089000837.658404	-1262104753.286128	-163563064.34159613	2361933215.92	4000142951.3427744	4219851289.131681	-252420950.6572256	-32712612.868319035	4252563902.0	4862697250.679835	5259225827.584216	610133348.6798353	1006661925.5842161	2516063744.5563307	4151265587.2164083	-1736500157.4436693	-101298314.78359175	-286497776.7241625	-0.006601649220576006	-0.02695875002012511	-37128815.3111288	-0.000855543863070236	-0.003493732000160746	-57299555.3448325	-0.0013203298441152012	-0.005391750004025022	-7425763.062225718	-0.0001711087726140462	-0.0006987464000321452	138500269.0520826	0.003191404148722442	0.013032541382301994	228512255.2956256	0.005265512945033629	0.021502452261543948	-394185532.61401266	-0.009083053432030926	-0.03709190820535539	-22994717.27353836	-0.0005298577151346439	-0.002163747453292163
Colombia	299.0	20301200832.0	1055406042.0	730986246.0	591415961.0	5966746179.0	3227451642.0	73043.0	7330862160.0	CO	69.26113902235933						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	279987000000.0	2017.0	Latin America & The Caribbean	UMICs	1980.0	COL	0.1940012649506517			0.1940012649506517	2190990.0	3.0	0.2680000008	False	True	True	False	False	False	False	False	False	False	True	54317832169.73812			54317832169.73812	549814662.0	505591380.0	238223802.28026858	372091653.22709715	1740933673.4013429	2410272928.1354856	685527631.4013429	1354866886.1354856	404473104.0	1192511568.2802687	1326379419.227097	137105526.28026867	270973377.22709703	1055406042.0	1485351242.3214564	1726955311.4405575	429945200.32145643	671549269.4405575	1773005086.5363848	2769330299.9723744	717599044.5363848	1713924257.9723744	183721405.763982	0.003382340539472744		363104326.5682037	0.006684808875168965		36744281.152796425	0.0006764681078945493		72620865.31364071	0.0013369617750337926		115225314.0301065	0.002121316507441575		179975204.74730885	0.003313372378059994		192316544.5098304	0.00354057842199702		459331702.5077358	0.008456370296081909	
Costa Rica	154.0	9421735629.0	797307487.0	135287182.0	128858861.0	2247623165.0	989787415.0	69844.0	2790302748.0	CR	16.968005970825658						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	57810000000.0	2016.0	Latin America & The Caribbean	UMICs	1980.0	CRI	0.135151920711409	0.028600665454778188		0.1329969040230978	41442.0	4.0	0.300000012	False	False	True	False	False	False	False	False	False	False	True	7813132536.326554	1653404469.940727		7688551021.575284	209272706.1	588034780.9	110559060.23460287	297179750.60060346	762068007.2730144	1695171459.103017	-35239479.726985574	897863972.1030171	470427824.72	790259591.0546029	976880281.4206035	-7047895.945397139	179572794.4206035	797307487.0	996843960.0346906	1333656106.1574392	199536473.03469062	536348619.15743923	822847147.4400162	2211790779.8759284	25539660.44001615	1414483292.8759284	-10571844.340969428	-0.0013530865234675667	-0.006393985581367407	269359202.4052728	0.034475186636462145	0.16291186294841034	-2114368.8681938928	-0.00027061730469351425	-0.0012787971162734856	53871840.48105458	0.0068950373272924316	0.032582372589682086	59860944.304844856	0.007661580553833694	0.03620465856548145	160904592.1834152	0.02059412040373074	0.09731713873326077	7661898.43848077	0.0009806436026596717	0.004634013381344882	424345004.836578	0.05431176328618756	0.2566492425484917
Curacao	41.0	628451612.0	178546527.0	9178207.0	8053635.0	12082104306.0	39471280.0	288.0	27997583.0	CW	5.140512758335535													Tax haven									0.2420000018	False	False	False	False	False	False	False	False	False	False	True					2099818.725	176446708.275	7374545.663516545	4684742.385323231	38972547.04258273	25523530.651616156	-139573979.95741728	-153022996.34838384	141157366.62	150631731.00851655	147941927.73032323	-27914795.99148345	-30604599.269676775	0.0	13309545.403234312	8455001.070558613	-165236981.5967657	-170091525.9294414	54885812.61467274	34866675.78464158	-123660714.38532725	-143679851.21535844	-33776903.40092815			-37031565.39175028			-6755380.680185628			-7406313.078350058			-39987349.84384386			-41162149.58108956			-29925893.10383848			-34770524.25274047		
Dominican Republic	92.0	2796606018.0	448576814.0	50881356.0	57907894.0	757247411.0	663967377.0	26262.0	1310235914.0	DO	11.342841273111365						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	71673000000.0	2016.0	Latin America & The Caribbean	UMICs	1980.0	DOM	0.13731079861813653	0.022984589364219585	0.022984589364219585	0.13658153525187164	8672.0	5.0	0.2760000052	False	False	True	False	False	False	False	False	False	False	True	9841476869.357698	1647374473.5017104	1647374473.5017104	9789208376.107395	98267693.55	350309120.45	32816685.30847236	107365097.56994087	262351120.0923618	635093181.3997043	-186225693.9076382	186516367.39970434	280247296.36	411331675.21847236	485880087.4799409	-37245138.78152764	37303273.47994089	448576814.0	507804213.62918466	642348838.2074413	59227399.62918466	193772024.20744133	244241546.8909866	799075752.657262	-204335267.1090134	350498938.65726197	-51398292.48688175	-0.005222619853623275	-0.031200126816113605	51478518.37220351	0.005230771667257217	0.03124882605639698	-10279658.49737635	-0.001044523970724655	-0.006240025363222722	10295703.674440708	0.001046154333451444	0.0062497652112794	16346762.605637446	0.0016610070645529356	0.009922918479421537	53481079.68886834	0.005434253455940782	0.032464433891091736	-56396534.78463109	-0.0057304950804921	-0.03423419246308513	96737708.89199878	0.009829592669490503	0.05872235514635
Ecuador	110.0	3877407697.0	23713515.0	106883172.0	484175488.0	1210131701.0	97337447.0	12904.0	1306580475.0	EC	450.7268197059778						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	98614000000.0	2016.0	Latin America & The Caribbean	UMICs	1980.0	ECU	0.1419406401012503	0.010295159929431615	0.010295159929431615	0.1419406401012503	293000.0	5.0	0.219999999	False	True	True	False	False	False	False	False	False	False	True	13997334282.944696	1015246901.2809693	1015246901.2809693	13997334282.944696	97993535.625	-74280020.625	45499318.59765366	67441836.7960568	325490128.61326826	435202719.605284	301776613.61326826	411489204.605284	-59424016.5	84068837.72265366	106011355.9210568	60355322.72265366	82297840.9210568	23713515.0	105830471.66725682	145432225.530922	82116956.66725682	121718710.530922	338633346.18709165	501942788.840582	314919831.18709165	478229273.840582	66390854.69314241	0.004743107033889841	0.06539380185191894	90527624.60167328	0.006467490364360183	0.08916808757303439	13278170.938628482	0.0009486214067779683	0.013078760370383788	18105524.920334656	0.0012934980728720367	0.01783361751460688	18065730.384679545	0.0012906550647070034	0.01779442061028252	26778116.19508413	0.0019130868530954786	0.026375964468640416	69282362.54624033	0.004949682642834263	0.0682418852584771	105210439.76669876	0.007516462609233696	0.10363039732891714
El Salvador	77.0	3537463020.0	336079832.0	77111996.0	65162408.0	1304523990.0	190672119.0	35486.0	1173554739.0	SV	22.944547294346428						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	26798000000.0	2016.0	Latin America & The Caribbean	LMICs	1980.0	SLV	0.17790208643011876	0.03728639714858793	0.03728639714858793	0.17790208643011876	3912.0	5.0	0.300000012	False	False	True	False	False	False	False	False	False	False	True	4767420112.154323	999200870.7878594	999200870.7878594	4767420112.154323	88016605.425	248063226.575	41510248.48352388	143658612.35914436	295567847.8426194	806309667.2207217	-40511984.15738058	470229835.2207217	198450581.26	327977435.1685239	430125799.0441444	-8102396.831476092	94045967.04414439	336079832.0	410997333.64681315	595354221.3659639	74917501.64681315	259274389.36596394	308944282.6459873	1069193959.6273432	-27135549.354012728	733114127.6273432	-12153595.733357983	-0.0025493024418747866	-0.012163315794325719	141068956.20897454	0.02959020872721613	0.14118177869254972	-2430719.1466715895	-0.0005098604883749558	-0.0024326631588651366	28213791.24179492	0.005918041745443229	0.02823635573850996	22475251.393053964	0.004714342529988981	0.022493226387335374	77782319.92108186	0.016315390314098677	0.07784452775721794	-8140665.13183041	-0.0017075619392291758	-0.008147175777991046	219934247.08557248	0.04613275983898714	0.22011014353115668
Guatemala	111.0	4048110549.0	29906307.0	75792314.0	69324681.0	1182402000.0	708369807.0	24583.0	1005295041.0	GT	253.43254183808116						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	68763000000.0	2016.0	Latin America & The Caribbean	UMICs	1980.0	GTM	0.10782319909937396	0.03543229694228274	0.03543229694228274	0.1039394023992741	7319.0	5.0	0.2680000006	False	True	True	False	False	False	False	False	False	False	True	7414246639.670252	2436431034.642188	2436431034.642188	7147185127.181285	75397128.075	-45490821.075	47502425.842394896	108892858.87705643	312909257.2869745	619861422.4602822	283002950.2869745	589955115.4602822	-36392656.86000001	86506897.05739489	147897330.09205642	56600590.05739489	117991023.09205642	29906307.0	115638462.22156586	226435627.64442122	85732155.22156586	196529320.64442122	353541677.34379846	810446272.9100728	323635370.34379846	780539965.9100728	75844790.84671094	0.010229601810236532	0.031129463452204558	158107971.2973287	0.021324886934751413	0.06489326767279022	15168958.169342186	0.0020459203620473063	0.006225892690440911	31621594.259465735	0.004264977386950281	0.01297865353455804	22976217.650818944	0.003098928153790256	0.009430276221298096	52669858.05062248	0.007103871857837868	0.021617627300646137	86734279.44631921	0.011698326702843096	0.03559890602815972	209184711.3322235	0.028213886251500123	0.08585702133897838
Honduras	66.0	3687887532.0	143952893.0	50776110.0	42232123.0	726948224.0	544734307.0	55385.0	836473404.0	HN	35.27272633555201						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	21644000000.0	2016.0	Latin America & The Caribbean	LMICs	1980.0	HND	0.20185272792398049	0.033815125111356044	0.033815125111356044	0.1717846047119549	6122.0	5.0	0.30000000600000004	False	False	True	False	False	False	False	False	False	False	True	4368900443.186634	731894567.9101902	731894567.9101902	3718105984.3855515	62735505.3	81217387.7	43275400.18569852	213460100.17686057	279112506.22849256	1130036006.1843028	135159613.22849256	986083113.1843028	64973910.160000004	170984815.64569852	341169515.6368606	27031922.645698518	197216622.6368606	143952893.0	222056132.15467295	529204679.9864426	78103239.15467295	385251786.9864426	322081605.26659596	1588698693.2602043	178128712.26659596	1444745800.2602043	40547884.779505454	0.009281027413371364	0.055401264823270326	295824939.8717896	0.06771153147541574	0.4041906482739326	8109576.955901092	0.001856205482674273	0.011080252964654065	59164987.974357925	0.013542306295083151	0.08083812965478654	23430972.215021323	0.005363127981449492	0.03201413597306068	115575538.40744352	0.026454147882377432	0.1579128244351523	53438614.74875107	0.012231593611177245	0.073014088492741	433423748.74653614	0.09920659772013504	0.5921942418347351
Jamaica	41.0	381275676.0	59665571.0	12630558.0	11134562.0	110115457.0	103426637.0	8675.0	83664227.0	JM	21.16892168852285						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	14002000000.0	2016.0	Latin America & The Caribbean	UMICs	1980.0	JAM	0.25788199019659513	0.032362357033679436	0.032362357033679436	0.25788199019659513	4565.0	5.0	0.25	False	False	True	False	False	False	False	False	False	False	True	3610863626.732725	453137723.1855795	453137723.1855795	3610863626.732725	6274817.024999999	53390753.975	4474067.421200504	32282340.57579476	28645154.13100251	167686519.9039738	-31020416.86899749	108020948.90397379	42712603.18000001	53461487.62620051	81269760.78079477	-6204083.373799488	21604189.78079477	59665571.0	67740346.88405144	117928587.76343939	8074775.884051442	58263016.76343939	33298705.752175998	240264631.40255564	-26366865.247824002	180599060.40255564	-7755104.217249372	-0.0021477145134574205	-0.01711423220898632	27005237.225993447	0.00747888594464284	0.059596091528521085	-1551020.843449872	-0.00042954290269148345	-0.0034228464417972587	5401047.445198692	0.0014957771889285688	0.011919218305704225	2018693.9710128605	0.0005590612605991624	0.004454923674906929	14565754.190859847	0.004033869926026425	0.03214421012768902	-6591716.3119560005	-0.0018255234739841138	-0.014546827542001857	45149765.10063891	0.012503868815863448	0.09963806319905115
Mexico	678.0	165801023157.0	9844032119.0	4489555950.0	3731115333.0	99182851698.0	81038736827.0	975451.0	52921399083.0	MX	45.60688034870074						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	1076914000000.0	2016.0	Latin America & The Caribbean	UMICs	1980.0	MEX		0.03508894569832729	0.034891438622997616	0.13042601974158394	5245.0	4.0	0.300000012	False	True	False	False	True	True	False	False	True	False	True		37787776867.76843	37575078733.24686	140457606623.98813	3969104931.225	5874927187.775	1945586888.44458	4351205504.967056	13697039373.4479	25725132456.06028	3853007254.447901	15881100337.06028	4699941750.22	10614633569.88958	13020252186.412056	770601450.8895798	3176220067.412056	9844032119.0	13355418204.219868	17697067393.24991	3511386085.2198677	7853035274.249908	14480230004.272976	32384293336.882473	4636197885.272976	22540261217.882473	1155902222.5704572		0.03058931533906666	4764330291.691288		0.12608125395582837	231180444.51409134		0.006117863067813329	952866058.3382576		0.02521625079116567	1053415867.7025933		0.027877159098002344	2355910676.5113955		0.06234583962839316	1390859421.2162673		0.036807124856361124	6762078635.847877		0.1789488346856329
Nicaragua	40.0	1361538707.0	70998583.0	25576558.0	21202620.0	134059237.0	204795399.0	8535.0	385901850.0	NI	36.02404008541973						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	13230000000.0	2016.0	Latin America & The Caribbean	LMICs	1980.0	NIC	0.2380055621532688	0.0	0.0	0.18051065336631925	4.15975999832153e-06	5.0	0.300000012	False	False	True	False	False	False	False	False	False	False	True	3148813587.287746	0.0	0.0	2388155944.0364037	28942638.75	42055944.25	15976933.10939709	37548892.38691009	108827304.29698543	216687100.68455043	37828721.29698543	145688517.68455043	33644755.4	78564327.25939709	100136286.53691009	7565744.2593970895	29137703.536910087	70998583.0	99833676.89276169	138766647.75511464	28835093.892761692	67768064.75511464	118909963.65210344	279461483.5232738	47911380.65210344	208462900.52327383	11348616.843040284	0.003604092947533137	inf	43706557.05362734	0.013880325348594012	inf	2269723.368608058	0.0007208185895066278	inf	8741311.410725469	0.002776065069718802	inf	8650528.513849635	0.002747234243644392	inf	20330420.239751168	0.006456533445431086	inf	14373414.770567598	0.004564708062933711	inf	62538872.65853695	0.01986109082830949	inf
Panama	161.0	12577510208.0	881129416.0	63744904.0	68517685.0	4579782080.0	2504331512.0	9931.0	2964721512.0	PA	7.234454195091814						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	57821000000.0	2017.0	Latin America & The Caribbean	Tax haven	1980.0	PAN	0.14892588786847344			0.09134121122599703	4039.0	3.0	0.25	False	False	True	False	False	False	False	False	False	False	True	8611043762.443003			5281440174.298374	222354113.4	658775302.6	147590397.71902356	108190581.27775346	960306101.9951177	763307019.7887672	79176685.99511766	-117822396.21123278	527020242.08000004	896964753.1990236	857564936.7577535	15835337.199023604	-23564479.24224651	0.0	266370457.1307855	195261853.3291344	-614758958.8692145	-685867562.6708655	1098456675.5084107	805219499.8344762	217327259.5084107	-75909916.16552377	19794171.498779416	0.0022986959589163317		-29455599.052808195	-0.0034206769661627493		3958834.299755901	0.00045973919178326844		-5891119.810561627	-0.0006841353932325484		-153689739.71730363	-0.017847980332839578		-171466890.66771638	-0.019912439815434203		54331814.87710267	0.00630955043035206		-18977479.041380942	-0.0022038535124105467	
Paraguay	41.0	1792008666.0	90949759.0	15070809.0	10186047.0	304719403.0	660309824.0	2059.0	709335933.0	PY	16.570477113633693						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	27424000000.0	2016.0	Latin America & The Caribbean	UMICs	1980.0	PRY	0.11013065249610814	0.022106740316742098	0.022106740316742098	0.09913971756518887	515946.0	5.0	0.100000001	False	False	True	False	False	False	False	False	False	False	True	3020223014.0532694	606255246.4463353	606255246.4463353	2718807614.5077395	53200194.975	37749564.025	21028269.296307206	17645349.268953085	158341541.45653602	141426941.31976542	67391782.45653602	50477182.31976542	30199651.22	104428115.4913072	101045195.46395308	13478356.491307199	10095436.463953078	90949759.0	128901480.73592317	122796002.54730345	37951721.73592317	31846243.547303453	156505051.41189086	131327322.07320733	65555292.411890864	40377563.07320733	6739178.313045385	0.0022313512219752003	0.011116074215519264	5047718.282453724	0.001671306476033857	0.008326061196239956	1347835.6626090764	0.0004462702443950398	0.0022232148431038518	1009543.6564907443	0.0003342612952067713	0.0016652122392479905	3795172.211544039	0.0012565867467021102	0.006260023700891768	3184624.386576589	0.0010544335208884745	0.005252943220275269	6555529.306744379	0.0021705447830312956	0.010813150641038887	4037756.3476982964	0.0013369066883175138	0.006660159019433264
Peru	205.0	11608709632.0	481912962.0	679711941.0	539088489.0	7463296216.0	9604156800.0	36643.0	13445986419.0	PE	141.04454426357597						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	195432000000.0	2017.0	Latin America & The Caribbean	UMICs	1980.0	PER	0.12991545099296795	0.034010065001188694		0.12991545099296795	0.0051	4.0	0.299000007	False	True	True	False	False	False	False	False	False	False	True	25389636418.45771	6646655023.312309		25389636418.45771	1008448981.425	-526536019.42499995	136222037.84829873	195021702.435541	1689559170.6664934	1983557493.602705	1207646208.6664934	1501644531.602705	-421228815.53999996	723442203.7332988	782241868.320541	241529241.73329878	300328906.320541	481912962.0	727765856.5901845	833887215.278154	245852894.59018445	351974253.278154	1013846490.9532264	1451469026.5769422	531933528.95322645	969556064.5769422	361086224.844805	0.014221795810447416	0.05432600662714408	448991725.46072054	0.017684054945123727	0.06755153139224743	72217244.96896103	0.0028443591620894845	0.01086520132542882	89798345.09214412	0.003536810989024746	0.013510306278449487	73510017.20343542	0.002895276481785113	0.011059700999315934	105240304.19398783	0.0041450102892170776	0.015833574004498602	159048128.88054943	0.006264293283259658	0.023929048269047824	289897270.0953982	0.011417937040037691	0.04361551322862701
Puerto Rico	259.0	97835614361.0	38925940317.0	604667335.0	419653604.0	26006428036.0	99764667958.0	66326.0	16379377113.0	PR	1.5533788781357345						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	105035000000.0	2016.0		Tax haven									0.389999986	False	False	False	False	False	False	False	False	False	False	True					1228453283.475	37697487033.525	1148048937.8128757	803740321.718068	6968697972.539379	5247154892.06534	-31957242344.46062	-33678785424.93466	30157989626.820004	32534491848.10788	32190183232.01307	-6391448468.89212	-6735757084.986931	0.0	2071993334.9316516	1450586760.5158644	-36853946982.06835	-37475353556.48414	8544471991.678544	5981919795.671721	-30381468325.321457	-32944020521.328278	-12463324066.93825			-13134725844.221523			-2492664813.3876486			-2626945168.844304			-14373038807.051401			-14615387362.373865			-11848772221.534813			-12848167542.101742		
St. Kitts and Nevis	16.0	185565397.0	66165643.0	4726756.0	4698914.0	518604533.0	3070749885.0	916.0	274350380.0	KN	7.143822361100607						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	900000000.0	2016.0	Latin America & The Caribbean	Tax haven	1980.0	KNA	0.18556011949215834	0.02542942494398805	0.02542942494398805	0.18556011949215834	156.0	5.0	0.330000013	False	False	False	False	False	False	False	False	False	False	True	167004107.5429425	22886482.449589245	22886482.449589245	167004107.5429425	20576278.5	45589364.5	2177511.3113164804	4261262.985746791	31463835.056582402	41882593.42873395	-34701807.943417594	-24283049.571266048	36471491.6	59225281.411316484	61309033.085746795	-6940361.588683516	-4856609.914253205	0.0	3929962.195149402	7690707.437680167	-62235680.8048506	-58474935.56231983	16206351.313344004	31714886.91087885	-49959291.686656	-34450756.08912115	-11451597.072451308	-0.06857075098890432	-0.5003650996903998	-8013406.67419744	-0.04798329090281159	-0.3501371034997674	-2290319.4144902606	-0.013714150197780859	-0.10007301993807992	-1602681.3348394865	-0.009596658180562307	-0.07002742069995342	-20537775.474664547	-0.12297766669830908	-0.897375799007206	-19296729.495739706	-0.11554643642988155	-0.8431496425124969	-16486566.90606727	-0.09871952940934706	-0.7203626394917303	-11368749.957269806	-0.06807467268041004	-0.4967451849497233
St. Lucia Island	24.0	120092757.0	55876008.0	1066480.0	1324657.0	219197823.0	157940754.0	292.0	177639389.0	LC	1.908654605389848						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	1643000000.0	2016.0	Latin America & The Caribbean	Tax haven	1980.0	LCA	0.2087583719732097	0.020736733642452345	0.020736733642452345	0.2087583719732097	411.0	5.0	0.300000012	False	False	False	False	False	False	False	False	False	False	True	342990005.15198356	34070453.3745492	34070453.3745492	342990005.15198356	13322954.174999999	42553053.825	1409224.6776735075	1715935.6362012262	20369077.563367534	21902632.35600613	-35506930.43663247	-33973375.64399387	34042443.06	48774621.9126735	49081332.871201225	-7101386.087326497	-6794675.128798775	0.0	2543362.084479919	3096912.58297227	-53332645.91552008	-52779095.41702773	10488299.22816942	12771027.000796938	-45387708.77183058	-43104980.99920306	-10652079.557072906	-0.031056530502551593	-0.3126486002393517	-10192013.100878667	-0.02971518979499839	-0.29914521502939995	-2130415.911414582	-0.00621130610051032	-0.06252972004787037	-2038402.620175734	-0.005943037958999679	-0.05982904300588001	-15999794.414647775	-0.04664799024554096	-0.46960908440976895	-15833729.258457461	-0.04616382116278088	-0.4647349151592252	-13616313.176201679	-0.0396988628580244	-0.3996516578899749	-12931494.81702069	-0.03770224969468299	-0.37955159195740495
Trinidad and Tobago	67.0	1740047238.0	-349382469.0	200568492.0	62162918.0	1321377609.0	2666087101.0	4133.0	1196705883.0	TT	-57.40657010469521						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	22296000000.0	2016.0	Latin America & The Caribbean	Tax haven	1980.0	TTO					15224.0	1.0	0.25	False	True	True	False	False	False	False	False	False	False	True					89752941.225	-439135410.225	20418529.5546777	24523645.558185987	191845588.99838847	212371169.01592994	541228057.9983885	561753638.0159299	-351308328.18000007	-241136857.40032238	-237031741.39681408	108245611.59967762	112350727.60318592	-0.0	36851266.31186596	44260160.40883243	386233735.311866	393642629.40883243	151967000.83497736	182519747.8122888	501349469.8349774	531902216.81228876	135307014.49959713			140438409.50398248			27061402.899919406			28087681.90079648			96558433.8279665			98410657.35220811			125337367.45874435			132975554.20307219		
Uruguay	117.0	3868144645.0	921603068.0	27940455.0	33967610.0	1776819178.0	1595429299.0	6116.0	699235502.0	UY	3.0317233058516684						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	52420000000.0	2016.0	Latin America & The Caribbean	High Income	1980.0	URY	0.34229075870978226	0.02717406481148219	0.02717406481148219	0.2370923569982293	102.0	5.0	0.25	False	False	True	False	False	False	False	False	False	False	True	17942881571.566788	1424464477.4178965	1424464477.4178965	12428381353.847181	52442662.65	869160405.35	45390621.605469756	43877685.07219075	279395770.67734873	271831088.0109537	-642207297.3226513	-649771979.9890463	695328324.2800001	793161608.5354698	791648672.0021908	-128441459.46453023	-129954395.99780917	921603068.0	1003523848.8459009	1000793308.0911655	81920780.8459009	79190240.09116554	337824357.6721382	326564172.3193978	-583778710.3278618	-595038895.6806022	-160551824.33066282	-0.008947939810575437	-0.11271030403067157	-162442994.99726158	-0.009053339306138938	-0.11403794027332949	-32110364.866132557	-0.001789587962115087	-0.02254206080613431	-32488598.999452293	-0.001810667861227786	-0.02280758805466588	20480195.211475223	0.0011414105995064467	0.014377469944774852	19797560.022791386	0.0011033656965202076	0.013898247612799794	-145944677.58196545	-0.008133848345364821	-0.10245582104407193	-148759723.92015055	-0.008290737656981633	-0.10443203483024362
Venezuela	148.0	2055111547.0	-3216948409.0	32530688.0	30403789.0	3213052404.0	-4871518708.0	22807.0	2420589076.0	VE	-1.0112281536436662						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	236116000000.0	2016.0	Latin America & The Caribbean	UMICs	1980.0	VEN	0.20279104878902893	0.007864773381706894	0.0	0.20279104878902893	300.0	5.0	0.340000004	False	True	True	False	False	False	False	False	False	False	True	47882211275.87035	1856998831.795105	0.0	47882211275.87035	181544180.7	-3398492589.7	24115641.773501616	91048404.59562588	302122389.56750804	636786203.6781293	3519070798.567508	3853734612.678129	-2718794071.76	-2513134249.286499	-2446201486.4643745	703814159.713501	770746922.5356255	-3216948409.0	-3173424611.906919	-3052624675.69496	43523797.093081	164323733.30503988	179483137.78991824	677637091.3564171	3396431546.7899184	3894585500.356417	1196484085.589236	0.024988070803492513	0.6443106291201222	1310269783.7255025	0.027364437623326656	0.7055846031194882	239296817.117847	0.004997614160698499	0.12886212582402432	262053956.74510035	0.005472887524665328	0.14111692062389758	14798091.185742728	0.000309051958784536	0.007968820945050277	55870069.9810085	0.0011668230955148792	0.030086217085554427	1154786739.4942985	0.024117239131690622	0.621856470624702	1324159085.699524	0.02765450989868585	0.7130640380745416
Virgin Islands	52.0	461725718.0	18881793.0	9519816.0	8457088.0	1080481515.0	-1213188105.0	1538.0	493611386.0	VI	50.4179661327714													Tax haven									0.0	False	False	False	False	False	False	False	False	False	False	True					37020853.949999996	-18139060.949999996	5418105.907270651	8035817.444548197	64111383.48635325	77199941.17274098	45229590.48635325	58318148.17274098	-14511248.759999998	27927711.09727065	30545422.634548195	9045918.097270649	11663629.634548195	0.0	9778572.113141406	14503005.610153899	-9103220.886858594	-4378787.389846101	40324809.028452665	59807395.681224294	21443016.028452665	40925602.681224294	0.0			0.0			0.0			0.0			-0.0			-0.0			0.0			0.0		
Americas, other countries	60.0	3236276102.0	-6209700.0	56171581.0	74999929.0	1428874224.0	243803096.0	2062.0	1282229537.0	Americas_other	-904.5780150409844													UMICs										False	False	False	False	False	False	False	False	False	False	True					96167215.27499999	-102376915.27499999	37975980.07266521	26129594.96498172	286047115.638326	226815190.0999086	292256815.638326	233024890.0999086	-81901532.22	52241663.1276652	40395278.01998171	58451363.1276652	46604978.01998171	-6209700.0	62329170.60595392	40948870.36116198	68538870.60595392	47158570.36116198	282640127.4370755	194472191.01785493	288849827.4370755	200681891.01785493																								
